message,target
avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill ,0
so unmemorable ,0
suffocating rape-payback horror ,0
wholly unnecessary pre-credit sequence ,0
have a reasonably good time with the salton sea ,0
seeing a series of perfect black pearls clicking together to form a string ,0
"colorful , dramatized pbs program ",0
a fireworks ,0
thank god i didnt have lastpick this game so pink is stuck with you puck,0
"the characters are based on stock clichés , and the attempt to complicate the story only defies credibility ",0
is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents ,0
"as simultaneously funny , offbeat ",0
"you 'll forget about it by monday , though , ",0
nutty cliches and far too much ,0
"'s fun , splashy and entertainingly nasty ",0
more unattractive or odorous ,0
"if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride . ",0
"clichés , depression and bad alternative music ",0
trying to cope with the mysterious and brutal nature of adults ,0
coming-of-age drama ,0
"is a subzero version of monsters , inc. , without the latter 's imagination ",0
"has all the trappings of an energetic , extreme-sports adventure , but ",0
the gorgeously elaborate continuation of `` the lord of the rings '' trilogy is so huge that a column of words can not adequately describe co-writer/director peter jackson 's expanded vision of j.r.r. tolkien 's middle-earth . ,0
is the heart and soul of cinema ,0
stuttering editing and pompous references to wittgenstein and kirkegaard ,0
"is degraded , handheld blair witch video-cam footage ",0
"a fairly slow paced , ",0
be considered a funny little film ,0
", brash and mainly unfunny ",0
threadbare standbys ,0
to cram earplugs ,0
that their charm does n't do a load of good ,0
"a pleasant distraction , a friday night diversion , an excuse to eat popcorn ",0
blow it off the screen ,0
electrocute and dismember ,0
is that it progresses in such a low-key manner that it risks monotony ,0
stupid ass herp lol,2
"some good , organic character work , ",0
"the sum of all fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over cold war paranoia . ",0
"a more credible script , ",0
one of the most incoherent ,0
"presents nothing special and , until the final act , nothing overtly disagreeable ",0
that would set it apart from other deep south stories ,0
"self-critical , behind-the-scenes navel-gazing kaufman ",0
the film is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture . ,0
"a remake ) do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ",0
will probably limited to lds church members and undemanding armchair tourists . ,0
"is on full , irritating display in ( this ) meandering and pointless french coming-of-age import from writer-director anne-sophie birot . ",0
head and shoulders above much of the director 's previous popcorn work ,0
"it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical . ",0
destined to fill the after-school slot at shopping mall theaters across the country . ,0
often watchable ,0
"as a remake , it 's a pale imitation . ",0
morton deserves an oscar nomination . ,0
valiantly ,0
the script 's endless assault ,0
how about surprising us by trying something new ? ,0
to pump life into overworked elements from eastwood 's dirty harry period ,0
it 's an ambitious film ,0
offers nothing ,0
a crisp psychological drama ,0
baseball movies that try too hard to be mythic ,0
"deserved all the hearts it won -- and wins still , ",0
marvel again ,0
"a fairly impressive debut from the director , charles stone iii ",0
and it marks him as one of the most interesting writer/directors working today . ,0
the film more silly than scary ,0
", the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside . ",0
"the screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children . ",0
a dashing and absorbing outing with one of france 's most inventive directors . ,0
"the movie contains no wit , only labored gags . ",0
humor and a heartfelt conviction to tell a story about discovering your destination in life ,0
"not a classic , ",0
we find ourselves surprised at how much we care about the story ,0
"elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases ",0
"secondhand , ",0
"that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness ",0
none of which ever seem to hit ,0
slapdash disaster . ,0
so insatiable ,0
suitable summer entertainment ,0
the slightest difficulty accepting him in the role ,0
hackneyed and meanspirited storyline ,0
", astonish and entertain ",0
without cheesy fun factor . ,0
omg no this trash no way,1
a hallmark film in an increasingly important film industry and worth the look . ,0
"the small , human moments ",0
feeling embarrassed ,0
", `` far from heaven '' is a masterpiece . ",0
the film 's intimate camera work and ,0
are not to be dismissed ,0
is a certain sense of experimentation and improvisation to this film that may not always work ,0
"`` sweet home alabama '' is what it is -- a nice , harmless date film ... ",0
for rough sex,2
character creations ,0
little doubt that kidman has become one of our best actors ,0
why do i need to cry  ,0
miss ,0
"far-flung , ",0
eather play or stop wasting time you idiots,2
a huge box-office hit in korea ,0
photographed and beautifully recorded ,0
the emotional depth ,0
and insufferable ball ,0
jordan jealous ,0
tries to cram too many ingredients into one small pot . ,0
shafer to navigate spaces both large ... and small ... with considerable aplomb ,0
daring as john ritter 's glory days ,0
terribly ,0
was ever a movie where the upbeat ending feels like a copout ,0
", rodrigues 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative . ",0
are canny and spiced with irony . ,0
"at best , i 'm afraid . ",0
lush ,0
comes down to whether you can tolerate leon barlow . ,0
a work of art ,0
attempt to do something different over actually pulling it off ,0
undying did the mouse eat ur tongue   ,0
play with brain bro,0
"for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects ",0
"here his sense of story and his juvenile camera movements smack of a film school undergrad , and ",0
you are so retarded pudge,2
", i thought i heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign . ",0
"does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution ",0
wreaked ,0
an inhalant blackout ,0
creative energy and wit to entertain all ages ,0
but a very handsomely produced let-down ,0
"the , yes , snail-like pacing ",0
jolts the laughs from the audience -- ,0
